text,label
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",1
Or a Ukraine for that matter .,0
Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,1
Are they playing old stuff or newer stuff more ?,0
"I have read a 70 -/ + million figure , 92.5 million figure and an estimate of over 100 million figure So I compromised at 90 .",0
Angry sheboon trashes liquor store .,1
"they played this on fox news today.said she went ape schmidt , no pun intended , because they had no baffrooms.fox news sucks but at least people get a couple seconds of real news ......... secondly , ive never heard of a sheboon before.a new specie , from the chimpout family ?",1
I think there is more threat from Russians than from Jews .,1
There are really few Jews and millions of those bastards on the body of our country .,1
"Two days , two perps killed .",0
-- A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Square-area apartment to arrest him .,0
2508,0
Aragorn,0
Africa is a hole area of natural resources and only made mud huts from it ... what wild life are able to make even better huts ie birds,1
Fatal shooting victim Police find murder victim Clinton woman 's death ruled a homicide,0
i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,1
EdgefieldDaily.com l Wanted Sex Offender,0
"Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .",1
thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,1
SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,1
I was so shocked to see all those blacks when i moved to Holland : S,1
"MEMPHIS, Tenn.",0
"Police say 19-year old Tyrus Shields threatened the victim with a knife on October 21st , then assaulted the girl twice .",0
"Negro Parolee Strangles Elderly White Couple In Their Home , Suspected In Another Murder ...",0
"Los Angeles County sheriff 's officials arrested 53-year-old John Ewell on Saturday night , just two days after the killings .",0
"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",1
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",1
Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,1
"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",1
Ginger candy is sold on the internet as a relief of pregnant women 's `` morning sickness '' symptoms .,0
Twp .,0
"Peter, these people have just been brainpolluted .",0
No the truth 88-----WHITE POWER------WHITE VICTORY------WHITE PRIDE-----88,1
"I had to show this , Macedonian handball fans in Zadar , Croatia .",0
Can someone tell Me when I can find any mp3 of CEBEPHIbE BPATA ?,0
Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,1
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",1
"And if Rose Powell has anything to do with it , they 'll stay there for a long time .",0
"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",1
Eric Denson of Springfield pleads innocent to stabbing of Cathedral High School senior Conor Reynolds | Massachusetts Local News - MassLive.com,0
"Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .",0
